Station identifier,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Equivalent potential temp [K] of the LCL,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding,Tanggal,Jam,sounding_time_utc,year,month,day,hour,cb_h3,cb_h6,cb_h12
WIII,96749,200613/0000,-6.11,106.65,8,2.87,-1.91,-2.47,166.18,30.9,17.1,24.1,41.2,226.03,356.29,-100.53,-48.07,241.83,242.07,728.16,770.68,65.87,103.84,293.42,924.41,348.5,300.1,16.51,5787.0,45.38,2020-06-13,00,2020-06-13 00:00:00,2020,6,13,0,0,0,0
WIII,96749,200614/0000,-6.11,106.65,8,4.63,-1.99,-2.32,151.22,18.9,14.3,25.3,39.6,250.35,341.24,-276.58,-149.87,269.93,267.33,606.69,670.59,73.84,100.65,292.88,912.75,348.14,300.64,16.15,5800.0,40.09,2020-06-14,00,2020-06-14 00:00:00,2020,6,14,0,0,0,0
WIII,96749,200615/0000,-6.11,106.65,8,-2.12,-4.18,-4.59,238.82,36.5,22.3,24.7,47.0,1111.92,1233.1,-27.48,-15.03,157.62,157.27,839.03,857.87,70.18,77.82,294.91,932.31,353.84,300.89,17.98,5782.0,62.18,2020-06-15,00,2020-06-15 00:00:00,2020,6,15,0,0,0,1
WIII,96749,200616/0000,-6.11,106.65,8,-0.44,-2.22,-3.01,256.0,30.2,20.8,22.7,43.5,913.3,1113.87,-36.44,-27.43,165.01,164.72,828.56,862.14,145.55,177.52,294.37,923.93,352.79,301.12,17.53,5802.0,51.72,2020-06-16,00,2020-06-16 00:00:00,2020,6,16,0,0,1,1
WIII,96749,200617/0000,-6.11,106.65,8,4.16,-0.45,-1.39,194.21,27.9,15.3,23.3,38.6,270.89,465.45,-89.25,-49.98,247.37,244.98,779.39,816.78,29.2,50.18,293.48,920.44,349.44,300.53,16.71,5785.0,41.65,2020-06-17,00,2020-06-17 00:00:00,2020,6,17,0,0,0,0
WIII,96749,200618/0000,-6.11,106.65,8,0.53,-1.65,-2.04,224.61,34.3,19.9,23.3,43.2,185.98,273.67,-69.98,-45.36,356.2,284.09,759.22,813.2,14.79,21.76,293.15,915.28,348.87,300.68,16.41,5793.0,55.23,2020-06-18,00,2020-06-18 00:00:00,2020,6,18,0,0,0,0
WIII,96749,200621/0000,-6.11,106.65,8,3.27,-1.83,-2.4,186.19,26.3,16.7,23.7,40.4,278.83,461.01,-75.1,-47.77,256.51,246.71,830.2,843.4,29.97,49.55,293.77,928.27,349.38,300.1,16.81,5780.0,44.01,2020-06-21,00,2020-06-21 00:00:00,2020,6,21,0,0,0,0
WIII,96749,200622/0000,-6.11,106.65,8,1.02,-1.72,-2.06,223.2,33.5,19.3,23.1,42.4,446.7,544.74,-46.43,-31.9,198.24,198.08,816.67,837.89,50.78,61.93,293.96,928.5,350.21,300.28,17.01,5785.0,58.49,2020-06-22,00,2020-06-22 00:00:00,2020,6,22,0,0,0,0
WIII,96749,200623/0000,-6.11,106.65,8,0.92,-0.18,-0.34,235.22,35.4,19.8,22.3,42.1,34.83,61.9,-92.12,-69.93,399.33,370.91,733.49,751.92,2.83,5.02,292.71,921.38,345.98,299.65,15.84,5776.0,58.44,2020-06-23,00,2020-06-23 00:00:00,2020,6,23,0,0,0,0
WIII,96749,200624/0000,-6.11,106.65,8,0.59,-1.51,-1.91,191.4,31.7,20.1,23.5,43.6,100.65,175.75,-109.63,-45.77,400.19,393.12,663.73,814.42,8.67,15.14,293.24,933.02,346.32,299.12,16.18,5773.0,46.3,2020-06-24,00,2020-06-24 00:00:00,2020,6,24,0,0,0,0
WIII,96749,200625/0000,-6.11,106.65,8,5.37,-1.53,-2.43,154.19,22.9,14.3,23.3,37.6,547.45,724.24,-82.25,-19.92,183.8,183.22,705.68,857.97,122.49,162.05,294.01,933.02,349.66,299.91,16.98,5783.0,42.29,2020-06-25,00,2020-06-25 00:00:00,2020,6,25,0,0,0,0
WIII,96749,200626/0000,-6.11,106.65,8,1.52,-3.23,-4.16,180.98,27.9,18.9,23.9,42.8,728.39,972.23,-28.65,-11.15,177.49,177.46,836.18,869.06,195.88,261.45,294.49,937.17,351.08,300.01,17.41,5770.0,42.08,2020-06-26,00,2020-06-26 00:00:00,2020,6,26,0,0,0,0
WIII,96749,200627/0000,-6.11,106.65,8,1.75,-2.2,-3.07,170.78,26.7,18.7,23.3,42.0,666.47,828.59,-35.24,-20.97,176.35,175.67,817.32,862.77,216.53,269.2,294.12,934.61,349.86,299.88,17.06,5777.0,48.86,2020-06-27,00,2020-06-27 00:00:00,2020,6,27,0,0,0,0
WIII,96749,200628/0000,-6.11,106.65,8,-0.97,-0.73,-1.04,222.81,28.2,21.8,23.3,45.1,48.86,101.28,-87.03,-68.98,371.54,363.56,759.64,767.0,50.0,103.65,291.18,893.71,344.25,300.7,14.84,5776.0,49.96,2020-06-28,00,2020-06-28 00:00:00,2020,6,28,0,0,0,0
WIII,96749,200629/0000,-6.11,106.65,8,4.11,0.07,-0.55,176.58,22.1,16.3,22.3,38.6,252.01,337.02,-207.59,-44.76,251.08,251.25,643.11,834.01,71.31,95.36,291.87,901.28,345.82,300.69,15.36,5781.0,43.3,2020-06-29,00,2020-06-29 00:00:00,2020,6,29,0,0,0,0
WIII,96749,200630/0000,-6.11,106.65,8,1.35,-1.31,-1.96,210.8,24.3,18.9,23.9,42.8,214.35,328.24,-157.48,-63.99,230.79,230.92,605.35,770.4,12.96,19.85,292.3,905.9,346.83,300.69,15.76,5780.0,39.13,2020-06-30,00,2020-06-30 00:00:00,2020,6,30,0,0,0,0
WIII,96749,200701/0000,-6.11,106.65,8,2.1,-0.98,-1.83,223.2,26.6,18.2,22.5,40.7,653.83,834.07,-85.37,-39.31,179.35,179.33,719.83,840.65,69.47,88.63,293.93,930.13,349.81,300.1,16.95,5784.0,43.71,2020-07-01,00,2020-07-01 00:00:00,2020,7,1,0,0,0,0
WIII,96749,200702/0000,-6.11,106.65,8,0.22,-2.41,-2.94,210.39,34.9,20.5,22.9,43.4,616.77,731.18,-36.9,-27.59,190.39,189.98,854.25,867.16,79.38,94.11,293.8,922.75,350.44,300.64,16.92,5792.0,57.68,2020-07-02,00,2020-07-02 00:00:00,2020,7,2,0,0,1,1
WIII,96749,200703/0000,-6.11,106.65,8,-0.19,-2.93,-3.25,209.79,31.7,20.7,24.3,45.0,615.68,713.47,-58.93,-43.25,190.76,190.55,825.97,844.62,113.8,131.87,293.53,923.8,349.1,300.27,16.63,5787.0,55.66,2020-07-03,00,2020-07-03 00:00:00,2020,7,3,0,0,0,0
WIII,96749,200704/0000,-6.11,106.65,8,-1.87,-3.7,-3.98,217.21,35.2,22.6,24.1,46.7,911.58,1043.28,-45.85,-37.66,167.41,167.0,855.85,862.0,524.65,600.45,294.05,927.87,350.71,300.43,17.11,5767.0,57.3,2020-07-04,00,2020-07-04 00:00:00,2020,7,4,0,0,0,0
WIII,96749,200705/0000,-6.11,106.65,8,1.37,-2.06,-2.35,201.39,13.5,19.5,24.3,43.8,139.42,167.81,-211.66,-39.68,454.92,453.2,611.56,830.45,19.65,23.65,291.49,902.31,344.08,300.19,14.95,5764.0,40.22,2020-07-05,00,2020-07-05 00:00:00,2020,7,5,0,0,0,0
WIII,96749,200706/0000,-6.11,106.65,8,3.33,-1.36,-1.69,153.19,32.2,16.5,24.5,41.0,141.53,225.32,-113.02,-69.91,277.94,274.64,721.27,765.39,26.02,41.43,292.45,915.17,345.92,299.97,15.68,5777.0,46.73,2020-07-06,00,2020-07-06 00:00:00,2020,7,6,0,0,0,1
WIII,96749,200707/0000,-6.11,106.65,8,1.56,-1.21,-1.45,206.82,30.5,18.1,25.1,43.2,229.05,276.67,-193.95,-140.09,335.91,324.35,673.37,701.75,21.0,25.36,292.84,924.33,346.06,299.51,15.97,5783.0,52.25,2020-07-07,00,2020-07-07 00:00:00,2020,7,7,0,0,0,0
WIII,96749,200708/0000,-6.11,106.65,8,1.21,-1.06,-1.54,202.81,30.0,19.6,22.1,41.7,344.15,473.81,-40.58,-27.77,203.02,202.95,742.94,858.16,59.04,81.29,293.29,922.02,348.34,300.18,16.4,5773.0,52.34,2020-07-08,00,2020-07-08 00:00:00,2020,7,8,0,0,0,1
WIII,96749,200709/0000,-6.11,106.65,8,0.58,-1.9,-2.33,187.59,23.1,19.7,24.3,44.0,290.65,400.88,-137.76,-60.18,261.89,260.4,680.96,814.14,18.32,25.27,293.32,928.81,347.38,299.6,16.32,5774.0,45.73,2020-07-09,00,2020-07-09 00:00:00,2020,7,9,0,0,0,0
WIII,96749,200710/0000,-6.11,106.65,8,2.44,-0.35,-1.01,184.39,23.1,17.9,22.9,40.8,141.59,241.28,-119.61,-57.57,215.25,214.95,628.83,784.77,38.73,65.99,292.61,916.27,346.41,300.03,15.84,5780.0,46.48,2020-07-10,00,2020-07-10 00:00:00,2020,7,10,0,0,0,0
WIII,96749,200711/0000,-6.11,106.65,8,2.32,-2.79,-3.64,187.01,30.5,17.5,24.5,42.0,1033.52,1203.12,-47.63,-19.99,167.52,167.48,797.27,835.33,110.28,128.38,294.62,941.38,350.98,299.77,17.48,5778.0,49.71,2020-07-11,00,2020-07-11 00:00:00,2020,7,11,0,0,0,0
WIII,96749,200712/0000,-6.11,106.65,8,2.95,-3.89,-4.75,169.39,32.0,16.5,25.5,42.0,1139.05,1348.82,-40.92,-13.26,177.07,175.69,819.19,849.07,126.15,149.38,295.05,947.97,351.83,299.61,17.83,5775.0,45.8,2020-07-12,00,2020-07-12 00:00:00,2020,7,12,0,0,0,0
WIII,96749,200713/0000,-6.11,106.65,8,2.58,-2.08,-2.55,190.21,20.1,17.5,23.5,41.0,910.92,1096.61,-45.87,-19.75,162.23,161.0,793.52,818.88,94.21,113.42,294.13,930.45,350.64,300.28,17.17,5788.0,45.05,2020-07-13,00,2020-07-13 00:00:00,2020,7,13,0,0,0,0
WIII,96749,200715/0000,-6.11,106.65,8,-0.79,-2.03,-2.5,257.22,37.7,21.7,22.3,44.0,859.19,958.98,-13.41,-9.75,149.85,149.82,904.4,907.56,120.56,134.57,295.05,959.19,349.97,298.6,17.63,5767.0,61.42,2020-07-15,00,2020-07-15 00:00:00,2020,7,15,0,1,1,1
WIII,96749,200716/0000,-6.11,106.65,8,1.38,-3.82,-4.18,205.2,32.3,18.7,24.7,43.4,1170.01,1297.12,-51.54,-11.69,169.02,168.07,720.73,883.07,139.26,154.39,294.79,938.66,352.21,300.2,17.71,5774.0,54.51,2020-07-16,00,2020-07-16 00:00:00,2020,7,16,0,0,0,1
WIII,96749,200717/0000,-6.11,106.65,8,-0.56,-1.98,-2.52,228.01,33.1,21.1,23.1,44.2,600.71,742.93,-66.06,-33.43,183.52,183.14,723.65,806.78,240.69,297.68,294.0,931.82,349.8,300.01,16.97,5787.0,50.7,2020-07-17,00,2020-07-17 00:00:00,2020,7,17,0,0,0,0
WIII,96749,200718/0000,-6.11,106.65,8,1.31,-0.95,-1.63,204.81,18.3,19.1,22.9,42.0,164.56,308.72,-92.12,-31.15,312.78,310.9,644.51,812.11,35.56,66.72,293.16,920.58,348.04,300.2,16.3,5777.0,42.11,2020-07-18,00,2020-07-18 00:00:00,2020,7,18,0,0,0,0
WIII,96749,200719/0000,-6.11,106.65,8,4.33,-2.18,-2.84,174.21,31.2,15.5,23.5,39.0,776.96,937.27,-37.92,-16.47,165.43,164.18,824.42,862.02,57.06,68.83,294.93,949.89,350.94,299.32,17.64,5788.0,51.51,2020-07-19,00,2020-07-19 00:00:00,2020,7,19,0,0,0,0
WIII,96749,200720/0000,-6.11,106.65,8,1.78,-1.06,-1.68,201.4,30.0,18.4,23.3,41.7,365.34,465.97,-137.62,-69.41,213.71,213.71,632.49,754.05,53.26,67.93,293.39,924.41,348.37,300.06,16.46,5789.0,49.4,2020-07-20,00,2020-07-20 00:00:00,2020,7,20,0,0,0,1
WIII,96749,200721/0000,-6.11,106.65,8,-0.66,-3.11,-3.87,214.41,21.3,21.1,24.1,45.2,769.33,945.36,-23.68,-11.3,187.84,187.77,810.96,856.25,529.7,650.91,294.4,937.04,350.73,299.94,17.31,5785.0,50.12,2020-07-21,00,2020-07-21 00:00:00,2020,7,21,0,0,0,0
WIII,96749,200722/0000,-6.11,106.65,8,0.05,-1.79,-2.49,217.21,31.8,20.2,23.7,43.9,316.3,485.29,-59.67,-36.79,228.18,228.31,729.74,790.68,44.33,68.01,293.67,926.51,349.26,300.16,16.72,5783.0,48.22,2020-07-22,00,2020-07-22 00:00:00,2020,7,22,0,0,0,0
WIII,96749,200723/0000,-6.11,106.65,8,1.39,-1.83,-2.62,201.19,30.2,19.0,23.1,42.1,513.34,682.57,-49.56,-26.13,204.25,204.21,783.06,807.98,52.0,69.14,294.0,930.94,349.95,300.08,16.99,5774.0,48.6,2020-07-23,00,2020-07-23 00:00:00,2020,7,23,0,0,0,0
WIII,96749,200724/0000,-6.11,106.65,8,2.01,-1.7,-2.45,200.18,27.3,18.7,21.7,40.4,1030.19,1260.87,-41.38,-25.19,144.68,144.65,861.34,874.88,227.43,278.35,294.75,939.68,351.85,300.05,17.64,5778.0,44.56,2020-07-24,00,2020-07-24 00:00:00,2020,7,24,0,0,0,0
WIII,96749,200725/0000,-6.11,106.65,8,4.11,0.54,-0.24,176.6,25.1,16.3,22.3,38.6,34.65,77.93,-184.08,-98.83,446.88,432.95,671.55,695.61,78.37,176.24,291.69,904.26,344.6,300.22,15.22,5769.0,37.7,2020-07-25,00,2020-07-25 00:00:00,2020,7,25,0,0,0,0
WIII,96749,200726/0000,-6.11,106.65,8,4.63,3.76,3.14,182.6,22.9,16.7,20.1,36.8,0.0,0.0,0.0,0.0,,,,,0.0,0.0,288.87,876.88,338.09,299.94,13.0,5764.0,34.05,2020-07-26,00,2020-07-26 00:00:00,2020,7,26,0,0,0,0
WIII,96749,200727/0000,-6.11,106.65,8,1.9,-0.52,-0.91,201.01,24.8,19.2,23.3,42.5,14.43,39.42,-352.24,-244.65,432.81,430.84,553.35,569.04,0.98,2.67,291.3,912.36,341.71,299.05,14.65,5778.0,38.75,2020-07-27,00,2020-07-27 00:00:00,2020,7,27,0,0,0,0
WIII,96749,200728/0000,-6.11,106.65,8,3.06,0.16,-0.09,168.39,22.9,17.7,22.7,40.4,27.91,34.81,-334.33,-213.32,435.82,434.21,494.49,502.37,3.69,4.6,291.7,914.38,343.0,299.27,14.96,5783.0,41.98,2020-07-28,00,2020-07-28 00:00:00,2020,7,28,0,0,0,0
WIII,96749,200729/0000,-6.11,106.65,8,2.49,0.36,-0.04,170.18,19.7,18.1,23.1,41.2,0.0,4.02,0.0,-126.96,,499.15,,668.01,0.0,0.45,291.5,912.52,342.51,299.25,14.81,5767.0,37.43,2020-07-29,00,2020-07-29 00:00:00,2020,7,29,0,0,0,0
WIII,96749,200730/0000,-6.11,106.65,8,1.99,-0.85,-1.43,185.19,24.6,19.4,21.5,40.9,86.95,229.76,-34.43,-21.48,275.94,275.08,863.51,878.77,31.96,84.44,292.98,927.37,346.17,299.38,15.99,5771.0,36.74,2020-07-30,00,2020-07-30 00:00:00,2020,7,30,0,0,0,0
WIII,96749,200731/0000,-6.11,106.65,8,5.16,6.34,5.87,165.59,-3.1,16.7,19.1,35.8,0.0,0.0,0.0,0.0,,,,,0.0,0.0,286.71,865.52,332.25,298.8,11.42,5776.0,29.95,2020-07-31,00,2020-07-31 00:00:00,2020,7,31,0,0,0,0
WIII,96749,200801/0000,-6.11,106.65,8,7.25,4.15,3.5,161.01,-1.1,13.9,19.9,33.8,0.0,0.0,0.0,0.0,,,,,0.0,0.0,289.42,895.67,337.18,298.7,13.19,5775.0,29.15,2020-08-01,00,2020-08-01 00:00:00,2020,8,1,0,0,0,0
WIII,96749,200802/0000,-6.11,106.65,8,4.89,2.96,2.23,208.61,3.3,16.9,18.5,35.4,0.87,3.0,-29.69,-27.15,843.85,836.66,863.78,869.53,0.07,0.23,291.36,912.09,342.01,299.14,14.66,5781.0,40.16,2020-08-02,00,2020-08-02 00:00:00,2020,8,2,0,0,0,0
WIII,96749,200803/0000,-6.11,106.65,8,1.44,-1.18,-1.56,190.39,18.7,19.3,23.5,42.8,110.98,168.57,-108.39,-45.48,431.55,430.85,621.79,794.03,7.27,11.05,292.44,920.91,344.93,299.42,15.55,5766.0,46.83,2020-08-03,00,2020-08-03 00:00:00,2020,8,3,0,0,0,0
WIII,96749,200804/0000,-6.11,106.65,8,-0.48,-2.06,-2.39,230.82,32.7,21.3,23.3,44.6,291.57,347.17,-54.9,-45.07,378.09,200.07,822.21,837.43,29.53,35.16,293.2,922.94,347.79,300.01,16.29,5783.0,55.32,2020-08-04,00,2020-08-04 00:00:00,2020,8,4,0,0,0,0
WIII,96749,200805/0000,-6.11,106.65,8,0.88,-0.95,-1.36,195.59,33.0,19.3,24.1,43.4,112.67,186.15,-121.03,-94.95,418.67,415.26,771.08,790.81,13.03,21.54,292.86,925.77,345.9,299.4,15.9,5777.0,50.19,2020-08-05,00,2020-08-05 00:00:00,2020,8,5,0,0,0,0
WIII,96749,200806/0000,-6.11,106.65,8,-1.44,-3.71,-4.18,199.61,32.7,21.3,25.9,47.2,836.74,935.61,-186.59,-112.89,167.79,167.7,631.87,660.9,301.07,336.65,294.67,944.04,350.74,299.57,17.46,5792.0,52.0,2020-08-06,00,2020-08-06 00:00:00,2020,8,6,0,0,0,0
WIII,96749,200807/0000,-6.11,106.65,8,-0.86,-3.23,-3.87,198.79,35.1,21.0,24.9,45.9,714.58,861.93,-82.84,-37.42,191.05,190.77,700.63,788.42,97.87,118.06,294.21,933.02,350.52,300.11,17.19,5785.0,49.31,2020-08-07,00,2020-08-07 00:00:00,2020,8,7,0,0,0,0
WIII,96749,200808/0000,-6.11,106.65,8,2.07,-2.67,-3.21,174.38,26.4,18.4,22.7,41.1,946.22,1154.17,-7.12,-5.16,184.78,182.17,888.45,910.91,702.74,857.18,295.57,955.23,352.96,299.47,18.26,5796.0,50.37,2020-08-08,00,2020-08-08 00:00:00,2020,8,8,0,0,0,0
WIII,96749,200809/0000,-6.11,106.65,8,5.57,-1.46,-2.09,130.39,30.2,13.7,23.7,37.4,508.98,655.21,-71.06,-22.27,228.15,228.19,773.1,817.0,86.34,111.15,294.7,949.21,350.05,299.14,17.43,5787.0,47.83,2020-08-09,00,2020-08-09 00:00:00,2020,8,9,0,0,0,0
WIII,96749,200810/0000,-6.11,106.65,8,0.85,-1.21,-2.16,226.79,16.8,19.6,21.9,41.5,721.24,926.69,-37.44,-23.25,209.18,209.14,826.84,858.66,123.34,158.47,294.82,942.93,351.6,299.82,17.67,5780.0,45.49,2020-08-10,00,2020-08-10 00:00:00,2020,8,10,0,0,0,0
WIII,96749,200811/0000,-6.11,106.65,8,-0.72,-4.48,-4.98,216.61,25.5,20.9,25.7,46.6,873.08,1030.85,-41.71,-27.3,205.29,205.3,813.23,847.65,65.74,77.62,294.48,936.05,351.21,300.11,17.41,5779.0,51.77,2020-08-11,00,2020-08-11 00:00:00,2020,8,11,0,0,0,1
WIII,96749,200812/0000,-6.11,106.65,8,-0.9,-3.58,-3.86,199.59,35.7,20.5,26.5,47.0,1001.8,1094.49,-116.47,-79.42,186.56,186.13,763.94,789.61,98.01,107.08,293.58,921.01,349.78,300.58,16.73,5784.0,55.44,2020-08-12,00,2020-08-12 00:00:00,2020,8,12,0,0,0,0
WIII,96749,200813/0000,-6.11,106.65,8,-4.15,-5.91,-6.34,269.21,36.8,24.6,26.7,51.3,964.12,1104.98,-32.58,-23.32,206.17,206.2,821.93,856.25,267.05,306.06,294.4,933.42,351.32,300.27,17.37,5783.0,57.03,2020-08-13,00,2020-08-13 00:00:00,2020,8,13,0,0,1,1
WIII,96749,200814/0000,-6.11,106.65,8,0.61,-1.54,-2.04,221.79,33.2,19.7,23.7,43.4,353.75,467.61,-73.98,-49.47,241.62,242.37,756.02,782.4,11.07,14.63,293.61,932.43,348.02,299.56,16.57,5781.0,53.41,2020-08-14,00,2020-08-14 00:00:00,2020,8,14,0,0,0,0
WIII,96749,200815/0000,-6.11,106.65,8,2.75,-3.15,-3.88,201.39,29.7,17.5,23.5,41.0,1204.77,1427.47,-13.84,-8.18,152.24,152.26,889.62,908.39,382.99,453.78,295.32,950.47,352.61,299.65,18.07,5779.0,48.01,2020-08-15,00,2020-08-15 00:00:00,2020,8,15,0,0,0,0
WIII,96749,200816/0000,-6.11,106.65,8,-1.39,-3.41,-3.73,208.6,35.0,21.8,25.7,47.5,427.59,548.41,-83.67,-60.44,220.94,221.05,787.49,809.14,77.79,99.77,293.34,930.74,347.14,299.43,16.31,5758.0,50.85,2020-08-16,00,2020-08-16 00:00:00,2020,8,16,0,0,0,0
WIII,96749,200817/0000,-6.11,106.65,8,-0.67,-3.18,-3.78,216.81,34.6,21.0,24.5,45.5,922.77,1075.46,-49.0,-33.12,182.29,182.16,802.47,834.79,374.36,436.31,294.35,937.68,350.37,299.82,17.24,5776.0,53.36,2020-08-17,00,2020-08-17 00:00:00,2020,8,17,0,0,0,0
WIII,96749,200818/0000,-6.11,106.65,8,-0.79,-2.66,-3.02,214.2,35.2,21.8,23.7,45.5,492.92,599.39,-26.99,-25.11,251.67,251.56,846.9,859.35,26.37,32.07,292.83,916.71,347.26,300.21,16.02,5759.0,56.18,2020-08-18,00,2020-08-18 00:00:00,2020,8,18,0,0,0,1
WIII,96749,200819/0000,-6.11,106.65,8,-0.51,-3.6,-4.05,207.79,32.2,20.8,25.3,46.1,883.91,1006.68,-95.56,-39.54,217.75,217.81,705.28,740.79,2243.77,2555.42,294.44,946.46,349.33,299.12,17.19,5784.0,48.47,2020-08-19,00,2020-08-19 00:00:00,2020,8,19,0,0,0,0
WIII,96749,200820/0000,-6.11,106.65,8,-0.49,-3.98,-4.71,214.81,15.5,21.5,23.1,44.6,1285.05,1520.29,-5.45,-3.1,182.36,182.28,917.5,928.65,201.02,237.81,295.12,944.8,352.68,299.97,17.97,5781.0,47.23,2020-08-20,00,2020-08-20 00:00:00,2020,8,20,0,1,1,1
WIII,96749,200821/0000,-6.11,106.65,8,2.81,-0.32,-1.07,219.63,-0.7,17.9,22.5,40.4,70.47,128.14,-283.0,-29.47,248.63,248.6,507.97,818.17,13.59,24.72,292.28,914.82,345.28,299.83,15.5,5776.0,34.44,2020-08-21,00,2020-08-21 00:00:00,2020,8,21,0,0,0,0
WIII,96749,200822/0000,-6.11,106.65,8,3.36,0.01,-0.22,167.01,28.7,16.7,24.7,41.4,5.33,13.41,-357.16,-262.67,420.38,415.37,493.32,509.87,0.23,0.59,290.33,896.98,340.37,299.5,13.95,5770.0,43.25,2020-08-22,00,2020-08-22 00:00:00,2020,8,22,0,0,0,0
WIII,96749,200823/0000,-6.11,106.65,8,3.77,1.29,0.78,169.81,28.5,15.1,25.1,40.2,6.88,38.15,-306.91,-248.6,343.86,339.62,614.89,649.21,0.4,2.23,290.94,900.62,342.16,299.78,14.45,5783.0,44.39,2020-08-23,00,2020-08-23 00:00:00,2020,8,23,0,0,0,0
WIII,96749,200825/0000,-6.11,106.65,8,4.78,1.88,1.21,205.59,17.3,15.5,22.5,38.0,2.33,15.47,-317.65,-227.66,626.75,599.84,647.48,662.14,0.04,0.26,290.65,902.75,340.71,299.29,14.18,5772.0,33.74,2020-08-25,00,2020-08-25 00:00:00,2020,8,25,0,0,0,0
WIII,96749,200826/0000,-6.11,106.65,8,3.59,0.69,0.19,208.2,0.5,16.9,22.9,39.8,11.96,47.88,-323.22,-201.38,523.18,429.47,607.58,630.9,0.17,0.7,291.25,908.41,342.17,299.37,14.63,5771.0,34.59,2020-08-26,00,2020-08-26 00:00:00,2020,8,26,0,0,0,0
WIII,96749,200827/0000,-6.11,106.65,8,3.35,0.25,-0.36,188.0,14.5,17.5,22.5,40.0,0.0,27.94,0.0,-57.47,,417.11,,814.61,0.0,0.56,291.78,917.77,342.79,299.04,14.98,5775.0,35.94,2020-08-27,00,2020-08-27 00:00:00,2020,8,27,0,0,0,0
WIII,96749,200828/0000,-6.11,106.65,8,5.7,1.03,0.33,182.02,-1.1,14.9,21.9,36.8,22.55,39.8,-416.39,-53.4,405.95,404.98,463.75,825.82,0.89,1.58,291.5,913.67,342.32,299.14,14.77,5771.0,32.84,2020-08-28,00,2020-08-28 00:00:00,2020,8,28,0,0,0,0
WIII,96749,200829/0000,-6.11,106.65,8,1.79,0.31,-0.21,220.4,35.3,18.9,22.3,41.2,28.38,61.29,-120.71,-92.88,,,735.15,749.94,1.09,2.34,291.99,911.14,344.68,299.87,15.32,5778.0,47.7,2020-08-29,00,2020-08-29 00:00:00,2020,8,29,0,0,0,0
WIII,96749,200830/0000,-6.11,106.65,8,1.34,-0.82,-1.52,194.39,29.7,18.5,24.5,43.0,143.44,253.15,-164.36,-103.27,269.68,268.98,652.48,752.79,6.95,12.27,292.68,920.18,346.07,299.73,15.84,5772.0,42.64,2020-08-30,00,2020-08-30 00:00:00,2020,8,30,0,1,1,1
WIII,96749,200831/0000,-6.11,106.65,8,1.86,-1.65,-2.31,202.82,25.7,18.3,24.3,42.6,76.77,193.94,-88.94,-57.31,374.43,294.66,721.4,811.27,2.28,5.76,292.79,919.19,346.7,299.94,15.94,5781.0,40.48,2020-08-31,00,2020-08-31 00:00:00,2020,8,31,0,0,0,0
WIII,96749,200901/0000,-6.11,106.65,8,2.14,0.01,-0.71,215.39,17.1,18.5,22.9,41.4,7.93,41.15,-265.3,-72.72,364.38,362.57,537.26,825.2,0.28,1.47,292.19,921.01,343.91,299.16,15.31,5774.0,35.84,2020-09-01,00,2020-09-01 00:00:00,2020,9,1,0,0,0,0
WIII,96749,200902/0000,-6.11,106.65,8,2.4,1.2,0.44,208.01,29.8,18.4,21.3,39.7,13.56,53.79,-175.72,-75.53,299.86,299.65,533.9,655.37,0.6,2.4,291.82,908.33,344.46,299.97,15.16,5784.0,45.32,2020-09-02,00,2020-09-02 00:00:00,2020,9,2,0,0,0,1
WIII,96749,200903/0000,-6.11,106.65,8,-0.05,-0.32,-0.81,239.01,36.2,20.4,23.3,43.7,111.69,158.82,-134.37,-118.21,394.2,299.73,746.45,753.19,3.99,5.67,292.08,906.7,345.8,300.39,15.46,5781.0,56.99,2020-09-03,00,2020-09-03 00:00:00,2020,9,3,0,0,0,0
WIII,96749,200904/0000,-6.11,106.65,8,-0.27,-2.73,-3.4,252.6,32.6,21.0,23.3,44.3,615.83,760.69,-25.79,-17.65,161.69,161.7,855.14,882.71,18.82,23.25,294.14,933.03,350.23,300.04,17.1,5773.0,54.21,2020-09-04,00,2020-09-04 00:00:00,2020,9,4,0,0,0,0
WIII,96749,200905/0000,-6.11,106.65,8,0.45,-1.78,-2.5,225.81,36.9,19.9,22.9,42.8,670.74,841.16,-45.51,-32.53,202.39,202.44,817.47,841.69,22.73,28.51,294.36,934.51,350.95,300.13,17.31,5786.0,52.63,2020-09-05,00,2020-09-05 00:00:00,2020,9,5,0,0,0,0
WIII,96749,200906/0000,-6.11,106.65,8,2.53,0.05,-0.64,193.19,21.8,18.0,22.7,40.7,62.36,176.45,-146.23,-84.48,376.85,375.18,670.6,776.83,2.98,8.44,292.26,917.04,344.85,299.6,15.46,5770.0,39.23,2020-09-06,00,2020-09-06 00:00:00,2020,9,6,0,0,0,0
