Station identifier,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Equivalent potential temp [K] of the LCL,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding,Tanggal,Jam,sounding_time_utc,year,month,day,hour,cb_h3,cb_h6,cb_h12
WIII,96749,220928/1200,-6.11,106.65,8,1.23,-0.63,-1.29,224.6,27.1,19.5,21.3,40.8,206.09,348.93,-19.23,-10.73,193.01,191.84,864.29,868.86,23.3,39.45,292.12,883.2,349.9,302.7,15.96,5806.0,45.73,2022-09-28,12,2022-09-28 12:00:00,2022,9,28,12,0,0,0
WIII,96749,220929/0000,-6.11,106.65,8,1.29,-0.81,-1.38,214.02,36.7,19.3,23.1,42.4,114.57,183.23,-48.37,-40.66,369.28,366.26,804.93,817.37,15.05,24.07,292.28,910.26,346.04,300.26,15.59,5783.0,47.02,2022-09-29,00,2022-09-29 00:00:00,2022,9,29,0,0,0,0
WIII,96749,220929/1200,-6.11,106.65,8,1.54,-0.14,-0.7,226.99,20.3,18.7,22.3,41.0,92.83,173.16,-72.73,-47.15,261.15,260.9,753.9,800.88,40.33,75.24,291.81,883.62,348.53,302.34,15.6,5801.0,43.41,2022-09-29,12,2022-09-29 12:00:00,2022,9,29,12,0,0,0
WIII,96749,220930/0000,-6.11,106.65,8,1.52,1.53,0.87,260.22,26.6,19.4,20.5,39.9,28.72,39.1,-65.57,-60.75,336.87,330.66,830.95,831.57,0.99,1.35,292.06,910.08,345.15,300.05,15.42,5785.0,50.84,2022-09-30,00,2022-09-30 00:00:00,2022,9,30,0,0,0,0
WIII,96749,220930/1200,-6.11,106.65,8,2.99,1.02,0.69,215.79,34.3,17.2,21.9,39.1,8.5,32.43,-116.38,-87.45,315.05,313.8,708.78,727.59,3.78,14.43,291.42,886.0,346.48,301.68,15.16,5797.0,54.09,2022-09-30,12,2022-09-30 12:00:00,2022,9,30,12,0,0,0
WIII,96749,221001/0000,-6.11,106.65,8,1.26,-2.31,-2.54,188.82,33.2,18.9,24.9,43.8,139.98,197.03,-117.66,-68.44,275.36,274.57,683.22,706.86,6.88,9.68,292.93,921.91,346.85,299.83,16.04,5780.0,52.37,2022-10-01,00,2022-10-01 00:00:00,2022,10,1,0,0,0,0
WIII,96749,221001/1200,-6.11,106.65,8,0.76,-3.02,-3.65,205.78,36.1,19.5,22.7,42.2,1579.31,1766.19,-20.84,-7.06,120.92,120.37,862.71,887.44,1083.57,1211.79,294.78,917.86,355.76,302.11,18.11,5795.0,56.64,2022-10-01,12,2022-10-01 12:00:00,2022,10,1,12,0,1,1
WIII,96749,221002/0000,-6.11,106.65,8,-0.98,-1.9,-2.25,218.58,38.4,21.8,22.9,44.7,393.28,489.73,-34.76,-27.36,258.27,257.73,839.74,851.14,87.65,109.15,293.82,935.23,348.47,299.51,16.74,5772.0,58.5,2022-10-02,00,2022-10-02 00:00:00,2022,10,2,0,1,1,1
WIII,96749,221002/1200,-6.11,106.65,8,1.2,-0.89,-1.08,195.21,31.6,19.0,23.5,42.5,106.83,146.92,-133.26,-73.8,317.66,317.53,618.14,737.59,240.95,331.38,292.0,895.38,347.33,301.39,15.62,5786.0,54.38,2022-10-02,12,2022-10-02 12:00:00,2022,10,2,12,0,0,0
WIII,96749,221003/0000,-6.11,106.65,8,-1.16,-2.76,-3.03,201.4,33.6,21.8,23.9,45.7,435.35,529.79,-31.22,-23.44,217.85,217.53,830.49,845.47,212.13,258.15,294.76,955.84,349.21,298.61,17.35,5780.0,58.93,2022-10-03,00,2022-10-03 00:00:00,2022,10,3,0,0,0,1
WIII,96749,221003/1200,-6.11,106.65,8,0.25,-1.41,-1.74,209.0,38.2,19.9,23.7,43.6,241.39,288.74,-72.74,-60.16,,,757.3,773.98,172.06,205.81,292.78,906.64,348.74,301.12,16.16,5788.0,58.51,2022-10-03,12,2022-10-03 12:00:00,2022,10,3,12,1,1,1
WIII,96749,221004/0000,-6.11,106.65,8,0.62,-0.11,-0.3,197.61,33.8,19.9,23.1,43.0,42.16,58.3,-152.09,-123.64,495.02,484.44,674.34,684.82,93.42,129.2,291.84,907.26,344.72,300.09,15.22,5774.0,55.07,2022-10-04,00,2022-10-04 00:00:00,2022,10,4,0,0,0,1
WIII,96749,221004/1200,-6.11,106.65,8,-0.83,-2.0,-2.19,220.81,34.8,21.1,23.3,44.4,554.33,622.11,-35.29,-31.35,149.78,149.73,806.5,819.37,136.53,153.23,295.05,952.81,351.0,299.17,17.72,5780.0,65.66,2022-10-04,12,2022-10-04 12:00:00,2022,10,4,12,1,1,1
WIII,96749,221005/0000,-6.11,106.65,8,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,239.76,467.45,299.64,297.96,0.64,,0.98,2022-10-05,00,2022-10-05 00:00:00,2022,10,5,0,0,0,1
WIII,96749,221005/1200,-6.11,106.65,8,0.04,-3.09,-3.83,217.4,36.3,20.6,22.7,43.3,1204.48,1349.8,-14.44,-7.53,120.91,120.58,879.95,898.85,1082.16,1212.72,294.71,928.43,353.58,301.05,17.83,5783.0,59.35,2022-10-05,12,2022-10-05 12:00:00,2022,10,5,12,0,0,0
WIII,96749,221006/0000,-6.11,106.65,8,1.83,-0.1,-0.87,214.58,33.4,18.8,21.3,40.1,384.39,486.07,-44.41,-35.82,186.58,186.38,828.81,844.9,33.37,42.2,294.2,941.99,349.03,299.29,17.01,5782.0,57.79,2022-10-06,00,2022-10-06 00:00:00,2022,10,6,0,0,0,1
WIII,96749,221006/1200,-6.11,106.65,8,-0.78,-2.04,-2.37,234.58,37.5,21.5,22.3,43.8,544.92,636.06,-20.8,-19.55,177.13,171.7,864.67,871.0,16.7,19.5,295.4,961.58,351.13,298.74,17.94,5780.0,64.45,2022-10-06,12,2022-10-06 12:00:00,2022,10,6,12,0,1,1
WIII,96749,221007/0000,-6.11,106.65,8,0.31,-1.32,-1.46,203.4,35.7,20.7,22.5,43.2,182.51,229.78,-33.77,-23.69,319.87,315.62,826.26,856.23,6.14,7.73,294.43,961.0,346.91,297.81,16.9,5768.0,61.15,2022-10-07,00,2022-10-07 00:00:00,2022,10,7,0,0,0,1
WIII,96749,221007/1200,-6.11,106.65,8,-0.7,-2.63,-2.92,223.58,38.2,21.2,24.9,46.1,215.72,253.99,-78.99,-59.7,403.43,395.38,772.64,794.32,7.23,8.51,293.29,932.36,346.64,299.23,16.22,5775.0,59.71,2022-10-07,12,2022-10-07 12:00:00,2022,10,7,12,0,0,0
WIII,96749,221008/0000,-6.11,106.65,8,1.81,0.67,0.56,195.62,34.4,18.7,23.7,42.4,1.73,3.07,-212.71,-186.97,586.16,582.27,611.47,616.04,0.04,0.06,290.22,892.27,340.72,299.85,13.97,5763.0,52.81,2022-10-08,00,2022-10-08 00:00:00,2022,10,8,0,0,0,0
WIII,96749,221008/1200,-6.11,106.65,8,0.42,-1.25,-1.56,187.38,36.6,19.5,24.5,44.0,255.02,323.75,-93.3,-72.43,316.79,316.59,751.25,766.23,9.63,12.23,291.61,886.4,347.19,301.84,15.34,5778.0,56.49,2022-10-08,12,2022-10-08 12:00:00,2022,10,8,12,0,0,0
WIII,96749,221009/0000,-6.11,106.65,8,1.46,-0.03,-0.47,188.81,33.7,18.3,24.3,42.6,113.36,167.26,-219.67,-179.47,356.2,351.4,656.63,704.28,2.93,4.32,292.5,921.93,345.06,299.4,15.63,5788.0,53.13,2022-10-09,00,2022-10-09 00:00:00,2022,10,9,0,0,0,1
WIII,96749,221009/1200,-6.11,106.65,8,0.43,-2.75,-3.14,220.02,37.4,20.1,23.1,43.2,715.68,842.72,-50.66,-37.61,,,852.72,866.55,27.18,32.01,295.24,952.02,352.0,299.43,17.95,5768.0,56.97,2022-10-09,12,2022-10-09 12:00:00,2022,10,9,12,0,0,0
WIII,96749,221010/0000,-6.11,106.65,8,-1.45,-1.82,-2.05,235.2,36.3,21.9,24.5,46.4,250.23,307.79,-142.37,-116.45,270.84,270.03,725.38,751.92,5.36,6.59,292.94,926.76,346.09,299.4,15.98,5782.0,56.31,2022-10-10,00,2022-10-10 00:00:00,2022,10,10,0,0,0,0
WIII,96749,221010/1200,-6.11,106.65,8,1.06,-2.9,-3.5,209.79,31.1,18.7,24.7,43.4,1022.94,1174.97,-58.74,-33.99,141.5,141.36,785.02,823.52,25.53,29.32,293.97,919.18,351.83,301.16,17.19,5789.0,52.84,2022-10-10,12,2022-10-10 12:00:00,2022,10,10,12,0,0,0
WIII,96749,221011/0000,-6.11,106.65,8,-1.16,-2.9,-3.27,207.4,32.9,21.5,24.7,46.2,777.72,906.42,-70.37,-55.94,173.46,172.13,790.98,816.39,72.59,84.6,293.83,932.15,349.02,299.81,16.79,5769.0,54.02,2022-10-11,00,2022-10-11 00:00:00,2022,10,11,0,0,0,1
WIII,96749,221011/1200,-6.11,106.65,8,0.38,-1.09,-1.43,206.8,33.3,18.9,25.9,44.8,114.26,161.79,-190.39,-143.01,324.1,320.54,612.8,702.32,13.88,19.65,293.16,931.3,346.26,299.2,16.11,5788.0,54.61,2022-10-11,12,2022-10-11 12:00:00,2022,10,11,12,0,0,0
WIII,96749,221012/0000,-6.11,106.65,8,0.52,-0.03,-0.2,202.2,33.9,20.4,22.5,42.9,45.24,80.76,-88.64,-73.23,440.39,436.88,710.77,738.55,3.41,6.09,292.03,916.51,344.0,299.42,15.24,5758.0,55.54,2022-10-12,00,2022-10-12 00:00:00,2022,10,12,0,0,0,0
WIII,96749,221012/1200,-6.11,106.65,8,-0.86,-1.43,-1.59,199.39,34.4,21.4,23.7,45.1,136.66,188.14,-94.36,-72.73,389.13,375.89,677.24,760.05,18.6,25.6,292.02,900.0,346.62,300.96,15.51,5776.0,56.37,2022-10-12,12,2022-10-12 12:00:00,2022,10,12,12,0,0,0
WIII,96749,221013/0000,-6.11,106.65,8,-0.16,-1.01,-1.36,198.79,34.6,20.7,23.3,44.0,209.09,282.26,-79.07,-65.36,278.45,276.88,739.03,803.44,25.86,34.92,292.6,915.04,346.6,300.14,15.85,5769.0,56.82,2022-10-13,00,2022-10-13 00:00:00,2022,10,13,0,0,0,1
WIII,96749,221013/1200,-6.11,106.65,8,-0.87,-1.68,-1.92,224.2,34.3,21.5,22.7,44.2,419.42,491.82,-44.51,-21.22,205.85,205.43,721.3,762.77,208.13,244.06,294.38,943.4,349.55,299.33,17.18,5779.0,59.93,2022-10-13,12,2022-10-13 12:00:00,2022,10,13,12,0,0,0
WIII,96749,221014/0000,-6.11,106.65,8,18.38,21.47,21.36,22.01,-55.1,-24.5,24.5,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,241.74,469.68,302.03,300.02,0.73,5769.0,1.57,2022-10-14,00,2022-10-14 00:00:00,2022,10,14,0,0,0,0
WIII,96749,221014/1200,-6.11,106.65,8,-1.24,-3.86,-4.4,219.4,36.8,21.6,23.3,44.9,1152.1,1321.99,-12.53,-4.66,,,875.96,897.76,81.43,93.44,295.15,926.94,355.88,301.63,18.34,5801.0,59.15,2022-10-14,12,2022-10-14 12:00:00,2022,10,14,12,0,0,0
WIII,96749,221015/0000,-6.11,106.65,8,-0.95,-2.62,-2.97,210.39,37.8,21.4,23.9,45.3,637.33,757.01,-55.97,-41.62,184.51,184.23,794.46,820.91,113.96,135.36,294.45,943.16,349.91,299.43,17.25,5781.0,56.79,2022-10-15,00,2022-10-15 00:00:00,2022,10,15,0,0,0,1
WIII,96749,221015/1200,-6.11,106.65,8,-0.87,-2.89,-3.29,225.19,34.8,21.5,22.7,44.2,1022.77,1147.51,-26.14,-22.91,138.69,138.68,869.06,877.29,1060.06,1189.35,294.9,937.1,352.98,300.44,17.86,5792.0,61.59,2022-10-15,12,2022-10-15 12:00:00,2022,10,15,12,0,1,1
WIII,96749,221016/0000,-6.11,106.65,8,-1.87,-3.49,-3.82,226.18,37.2,22.5,23.7,46.2,965.86,1089.79,-19.64,-16.32,144.25,143.13,863.58,874.37,129.91,146.58,295.11,949.36,351.85,299.54,17.86,5773.0,60.84,2022-10-16,00,2022-10-16 00:00:00,2022,10,16,0,0,0,0
WIII,96749,221016/1200,-6.11,106.65,8,-2.86,-5.36,-6.15,234.81,30.6,23.2,23.7,46.9,2401.05,2657.08,-1.46,-0.93,116.13,116.21,927.13,931.19,77.67,85.95,296.26,937.37,359.35,301.79,19.43,5801.0,55.29,2022-10-16,12,2022-10-16 12:00:00,2022,10,16,12,0,0,0
WIII,96749,221017/0000,-6.11,106.65,8,-0.84,-2.2,-2.69,223.61,33.6,21.2,23.3,44.5,576.66,741.92,-54.91,-45.06,161.49,161.58,826.39,838.57,61.51,79.13,294.14,928.4,350.99,300.46,17.19,5796.0,52.57,2022-10-17,00,2022-10-17 00:00:00,2022,10,17,0,0,0,1
WIII,96749,221017/1200,-6.11,106.65,8,0.77,-4.42,-5.57,201.0,34.8,19.1,23.5,42.6,2715.62,2957.91,-8.18,-2.48,109.58,109.38,903.13,919.9,167.1,182.01,296.57,941.44,360.18,301.75,19.73,5798.0,57.9,2022-10-17,12,2022-10-17 12:00:00,2022,10,17,12,1,1,1
WIII,96749,221018/0000,-6.11,106.65,8,-1.85,-4.04,-4.67,218.01,39.1,22.3,23.5,45.8,1732.95,1894.99,-10.98,-8.76,119.0,118.91,898.61,905.59,3188.93,3487.11,295.9,951.0,355.26,300.2,18.73,5792.0,61.1,2022-10-18,00,2022-10-18 00:00:00,2022,10,18,0,0,1,1
WIII,96749,221018/1200,-6.11,106.65,8,-0.03,-2.13,-2.44,187.18,35.8,20.0,24.1,44.1,418.75,489.55,-96.39,-63.56,179.49,178.51,672.54,739.7,90.63,105.96,294.5,939.25,350.8,299.84,17.37,5791.0,61.03,2022-10-18,12,2022-10-18 12:00:00,2022,10,18,12,0,0,1
WIII,96749,221019/0000,-6.11,106.65,8,-0.95,-2.35,-2.65,219.4,36.8,21.5,23.3,44.8,755.84,836.22,-28.09,-24.38,149.69,149.62,837.84,847.63,480.71,531.83,294.65,946.28,350.3,299.35,17.42,5779.0,63.78,2022-10-19,00,2022-10-19 00:00:00,2022,10,19,0,0,0,1
WIII,96749,221019/1200,-6.11,106.65,8,0.27,-2.27,-2.52,197.61,33.8,19.8,23.5,43.3,695.66,783.44,-62.75,-44.91,136.25,136.27,796.84,827.93,642.28,723.32,295.26,950.24,352.38,299.62,18.03,5808.0,62.69,2022-10-19,12,2022-10-19 12:00:00,2022,10,19,12,0,0,0
WIII,96749,221020/0000,-6.11,106.65,8,-0.46,-2.6,-2.99,206.39,32.9,21.1,22.7,43.8,994.98,1110.84,-15.26,-12.02,129.04,128.91,874.69,890.21,305.24,340.79,295.41,955.49,352.18,299.29,18.07,5785.0,61.72,2022-10-20,00,2022-10-20 00:00:00,2022,10,20,0,0,1,1
WIII,96749,221020/1200,-6.11,106.65,8,-0.23,-2.79,-3.05,209.0,38.7,20.4,23.7,44.1,836.66,920.93,-36.07,-21.57,,,823.41,845.63,72.02,79.28,294.88,938.13,352.7,300.33,17.81,5789.0,64.47,2022-10-20,12,2022-10-20 12:00:00,2022,10,20,12,0,0,0
WIII,96749,221021/0000,-6.11,106.65,8,-1.04,-1.97,-2.18,212.79,39.3,21.4,23.9,45.3,311.43,367.11,-63.54,-53.28,246.3,244.85,767.8,782.82,12.59,14.84,294.43,950.22,348.67,298.77,17.09,5774.0,64.01,2022-10-21,00,2022-10-21 00:00:00,2022,10,21,0,0,0,1
WIII,96749,221021/1200,-6.11,106.65,8,0.62,-3.52,-3.85,181.38,34.5,19.3,24.3,43.6,1364.81,1497.5,-30.48,-15.73,,,818.99,860.2,87.47,95.97,294.87,928.64,354.26,301.19,17.99,5787.0,60.31,2022-10-21,12,2022-10-21 12:00:00,2022,10,21,12,0,0,0
WIII,96749,221022/0000,-6.11,106.65,8,0.86,-2.89,-3.24,191.8,33.3,18.9,24.9,43.8,882.48,963.62,-103.92,-61.55,144.07,143.92,700.56,724.43,43.83,47.85,294.65,940.61,351.25,299.87,17.53,5793.0,59.21,2022-10-22,00,2022-10-22 00:00:00,2022,10,22,0,0,0,1
WIII,96749,221022/1200,-6.11,106.65,8,0.36,-3.49,-4.04,203.78,35.7,19.9,23.1,43.0,1671.92,1815.92,-28.63,-14.67,111.04,110.62,858.47,876.65,281.5,305.74,294.98,921.83,355.97,301.94,18.26,5793.0,62.5,2022-10-22,12,2022-10-22 12:00:00,2022,10,22,12,0,1,1
WIII,96749,221023/0000,-6.11,106.65,8,-0.26,-3.75,-4.07,202.98,34.1,20.5,24.1,44.6,1518.6,1641.85,-5.69,-0.78,129.4,129.28,845.17,933.35,196.85,212.82,296.41,973.81,353.78,298.68,18.87,5787.0,63.36,2022-10-23,00,2022-10-23 00:00:00,2022,10,23,0,0,0,0
WIII,96749,221023/1200,-6.11,106.65,8,0.94,-3.13,-3.65,201.0,36.1,19.0,23.7,42.7,1579.75,1726.29,-45.71,-30.35,127.56,127.49,839.79,858.2,350.64,383.16,294.48,914.81,354.87,302.08,17.83,5797.0,59.82,2022-10-23,12,2022-10-23 12:00:00,2022,10,23,12,1,1,1
WIII,96749,221024/0000,-6.11,106.65,8,0.16,-0.52,-0.74,224.39,33.6,20.2,22.9,43.1,147.0,212.61,-76.4,-67.44,347.1,338.14,803.97,811.17,14.0,20.25,293.76,940.05,347.43,299.01,16.57,5782.0,58.47,2022-10-24,00,2022-10-24 00:00:00,2022,10,24,0,0,0,1
WIII,96749,221025/1200,-6.11,106.65,8,-0.65,-1.96,-2.15,262.79,37.2,21.1,22.9,44.0,495.37,560.54,-43.06,-26.75,186.82,186.34,757.37,783.0,76.22,86.25,295.08,954.34,350.9,299.07,17.73,5789.0,64.58,2022-10-25,12,2022-10-25 12:00:00,2022,10,25,12,0,0,0
WIII,96749,221026/0000,-6.11,106.65,8,1.9,0.06,-0.03,348.94,34.7,18.8,22.1,40.9,121.74,150.14,-47.22,-34.34,512.89,495.92,780.08,801.26,10.11,12.47,294.75,976.23,345.91,296.8,16.96,5755.0,61.86,2022-10-26,00,2022-10-26 00:00:00,2022,10,26,0,0,0,0
WIII,96749,221026/1200,-6.11,106.65,8,-0.42,-2.09,-3.17,236.41,36.4,20.6,22.7,43.3,1317.08,1469.56,-75.28,-53.89,125.41,125.36,774.28,808.99,1718.15,1917.06,294.76,929.69,353.59,300.98,17.85,5793.0,56.81,2022-10-26,12,2022-10-26 12:00:00,2022,10,26,12,0,0,0
WIII,96749,221027/0000,-6.11,106.65,8,1.4,-0.69,-1.28,213.79,28.9,19.3,22.5,41.8,155.61,254.92,-66.37,-51.43,327.47,325.03,811.3,832.21,6.82,11.16,293.0,923.72,346.82,299.73,16.08,5783.0,51.56,2022-10-27,00,2022-10-27 00:00:00,2022,10,27,0,0,0,0
WIII,96749,221027/1200,-6.11,106.65,8,1.52,1.4,1.04,219.62,28.4,18.6,23.1,41.7,0.0,0.0,0.0,0.0,,,,,0.0,0.0,288.77,845.07,342.85,303.01,13.43,5799.0,42.09,2022-10-27,12,2022-10-27 12:00:00,2022,10,27,12,0,0,0
WIII,96749,221028/0000,-6.11,106.65,8,4.11,2.98,2.24,208.59,24.1,16.5,21.3,37.8,0.0,5.37,0.0,-198.41,,605.46,,635.82,0.0,0.16,290.54,901.65,340.47,299.29,14.19,5764.0,39.24,2022-10-28,00,2022-10-28 00:00:00,2022,10,28,0,0,0,0
WIII,96749,221028/1200,-6.11,106.65,8,2.98,0.77,-0.13,218.21,32.9,16.7,22.7,39.4,52.54,152.04,-118.06,-93.84,350.71,340.69,786.93,795.87,8.28,23.95,291.83,889.06,347.69,301.82,15.51,5792.0,42.57,2022-10-28,12,2022-10-28 12:00:00,2022,10,28,12,0,0,0
WIII,96749,221029/0000,-6.11,106.65,8,3.58,2.74,1.97,201.61,27.9,16.9,21.1,38.0,9.21,23.13,-119.95,-111.68,601.82,599.32,740.59,747.58,0.29,0.74,290.82,895.38,342.54,300.16,14.47,5784.0,43.95,2022-10-29,00,2022-10-29 00:00:00,2022,10,29,0,0,0,0
WIII,96749,221029/1200,-6.11,106.65,8,2.87,1.5,0.69,194.39,23.8,17.4,22.1,39.5,0.0,15.02,0.0,-134.03,,588.54,,642.27,0.0,3.54,289.15,846.11,344.15,303.32,13.75,5801.0,39.86,2022-10-29,12,2022-10-29 12:00:00,2022,10,29,12,0,0,0
WIII,96749,221030/0000,-6.11,106.65,8,3.9,2.87,2.12,187.59,32.7,16.1,22.1,38.2,8.75,15.98,-176.88,-154.02,695.32,598.8,735.69,740.1,0.68,1.25,290.99,904.6,341.72,299.46,14.47,5778.0,41.57,2022-10-30,00,2022-10-30 00:00:00,2022,10,30,0,0,0,0
WIII,96749,221030/1200,-6.11,106.65,8,2.24,-1.28,-2.34,197.38,27.8,17.8,22.1,39.9,692.17,910.71,-1.88,-0.23,148.73,148.52,896.31,899.32,456.37,600.45,293.65,900.94,353.51,302.55,17.18,5798.0,45.36,2022-10-30,12,2022-10-30 12:00:00,2022,10,30,12,0,0,0
WIII,96749,221031/0000,-6.11,106.65,8,,,,,,,,,0.0,9.29,0.0,-46.55,,,,828.04,,,293.58,934.26,347.6,299.36,16.49,,31.89,2022-10-31,00,2022-10-31 00:00:00,2022,10,31,0,0,0,0
WIII,96749,221031/1200,-6.11,106.65,8,0.34,-1.68,-2.43,210.41,27.1,20.3,21.9,42.2,388.33,577.0,-27.5,-16.25,198.88,198.82,857.21,865.5,27.52,40.89,293.9,917.66,351.77,301.23,17.14,5806.0,45.8,2022-10-31,12,2022-10-31 12:00:00,2022,10,31,12,0,0,0
WIII,96749,221101/0000,-6.11,106.65,8,2.72,-1.68,-2.13,185.0,20.7,17.7,22.7,40.4,250.56,452.24,-44.74,-33.27,215.3,214.08,825.64,859.88,68.36,123.38,294.4,940.69,350.09,299.6,17.25,5790.0,43.03,2022-11-01,00,2022-11-01 00:00:00,2022,11,1,0,0,0,0
WIII,96749,221101/1200,-6.11,106.65,8,1.62,-0.84,-1.38,206.99,33.7,17.9,23.9,41.8,231.34,383.91,-104.34,-65.04,205.19,204.46,719.85,795.41,36.87,61.19,292.41,890.31,349.93,302.31,16.1,5789.0,47.06,2022-11-01,12,2022-11-01 12:00:00,2022,11,1,12,0,0,0
WIII,96749,221102/0000,-6.11,106.65,8,2.98,-1.48,-2.08,183.21,31.2,17.1,23.1,40.2,520.9,679.28,-92.58,-48.77,176.81,174.11,771.22,793.98,331.43,432.2,294.33,938.9,350.08,299.69,17.21,5788.0,46.88,2022-11-02,00,2022-11-02 00:00:00,2022,11,2,0,0,0,0
WIII,96749,221102/1200,-6.11,106.65,8,0.14,-2.77,-3.54,221.19,33.4,20.4,21.3,41.7,1999.59,2212.63,-22.99,-9.46,115.1,115.08,894.23,907.89,329.05,364.11,295.71,932.96,357.46,301.64,18.87,5803.0,56.08,2022-11-02,12,2022-11-02 12:00:00,2022,11,2,12,1,1,1
WIII,96749,221103/0000,-6.11,106.65,8,-0.38,-3.97,-4.3,198.2,28.1,20.7,24.5,45.2,1164.32,1302.61,-22.02,-15.67,144.35,144.24,806.74,877.57,3119.95,3490.52,295.07,943.47,352.65,300.03,17.92,5776.0,59.56,2022-11-03,00,2022-11-03 00:00:00,2022,11,3,0,0,0,1
WIII,96749,221103/1200,-6.11,106.65,8,-0.52,-0.27,-0.65,226.21,36.9,20.5,24.1,44.6,6.35,28.78,-205.6,-163.02,439.36,434.1,531.75,574.25,1.34,6.07,291.61,895.85,345.65,300.94,15.2,5794.0,55.34,2022-11-03,12,2022-11-03 12:00:00,2022,11,3,12,0,0,0
WIII,96749,221104/0000,-6.11,106.65,8,0.82,-0.93,-1.44,218.01,33.5,19.9,22.5,42.4,173.2,273.27,-85.77,-56.7,285.56,278.34,726.59,843.08,5.94,9.38,292.78,914.32,347.45,300.39,16.05,5781.0,53.54,2022-11-04,00,2022-11-04 00:00:00,2022,11,4,0,0,0,1
WIII,96749,221104/1200,-6.11,106.65,8,-4.17,-6.26,-6.8,246.39,42.9,24.5,24.7,49.2,2643.67,2779.99,0.0,0.0,,,955.9,959.35,2546.02,2677.31,297.62,977.33,359.08,299.59,20.26,5767.0,71.37,2022-11-04,12,2022-11-04 12:00:00,2022,11,4,12,1,1,1
WIII,96749,221105/0000,-6.11,106.65,8,-0.56,-1.32,-1.53,226.2,33.0,21.2,22.9,44.1,319.26,375.21,-96.55,-62.37,220.29,219.79,676.87,721.62,15.84,18.62,293.54,930.76,347.97,299.63,16.53,5782.0,58.84,2022-11-05,00,2022-11-05 00:00:00,2022,11,5,0,0,1,1
WIII,96749,221105/1200,-6.11,106.65,8,-0.23,-1.42,-1.65,218.98,34.3,20.4,23.7,44.1,164.04,235.99,-94.48,-73.29,345.96,331.79,695.02,770.99,4.32,6.22,293.77,931.76,348.8,299.77,16.73,5782.0,58.65,2022-11-05,12,2022-11-05 12:00:00,2022,11,5,12,0,0,0
WIII,96749,221106/0000,-6.11,106.65,8,0.43,-1.85,-2.45,215.61,36.8,19.9,23.5,43.4,639.47,754.52,-84.38,-68.65,190.7,190.05,810.12,828.62,28.25,33.33,294.68,952.03,349.46,298.86,17.34,5779.0,57.32,2022-11-06,00,2022-11-06 00:00:00,2022,11,6,0,0,0,1
WIII,96749,221106/1200,-6.11,106.65,8,-0.15,-4.94,-5.65,207.21,33.5,19.9,24.9,44.8,2349.46,2544.88,-21.64,-8.86,112.52,112.47,836.3,887.46,316.03,342.31,295.6,926.93,358.01,302.09,18.87,5797.0,58.01,2022-11-06,12,2022-11-06 12:00:00,2022,11,6,12,0,1,1
WIII,96749,221107/0000,-6.11,106.65,8,-0.68,-1.97,-2.16,218.6,35.9,21.6,22.5,44.1,528.96,605.84,-26.5,-21.21,166.26,165.96,866.76,879.76,134.84,154.44,294.36,945.01,349.22,299.18,17.16,5769.0,62.12,2022-11-07,00,2022-11-07 00:00:00,2022,11,7,0,0,1,1
WIII,96749,221107/1200,-6.11,106.65,8,-1.17,-2.66,-3.13,218.39,38.0,21.8,22.9,44.7,905.87,1024.69,-11.7,-11.7,155.97,155.57,871.58,881.41,159.75,180.71,294.64,937.32,351.74,300.15,17.56,5784.0,61.98,2022-11-07,12,2022-11-07 12:00:00,2022,11,7,12,0,0,0
WIII,96749,221108/0000,-6.11,106.65,8,0.7,-2.52,-2.81,196.81,35.6,19.9,23.3,43.2,747.35,843.74,-29.15,-14.36,139.61,139.56,751.42,883.76,76.18,86.0,294.59,945.26,350.21,299.39,17.37,5776.0,59.84,2022-11-08,00,2022-11-08 00:00:00,2022,11,8,0,0,0,1
WIII,96749,221108/1200,-6.11,106.65,8,-1.88,-2.8,-3.08,229.19,38.8,22.6,23.1,45.7,719.42,797.42,-10.84,-9.21,141.7,141.53,886.52,894.09,53.78,59.61,294.38,934.86,350.98,300.11,17.32,5774.0,64.29,2022-11-08,12,2022-11-08 12:00:00,2022,11,8,12,0,0,0
WIII,96749,221109/0000,-6.11,106.65,8,0.72,-1.19,-1.46,213.0,32.9,20.2,21.9,42.1,530.56,618.34,-39.55,-31.5,182.99,182.73,854.2,864.8,45.52,53.05,294.38,948.65,348.72,298.87,17.08,5764.0,59.68,2022-11-09,00,2022-11-09 00:00:00,2022,11,9,0,0,0,1
